locus_tag,gene_name,logFC,Pvalue,q.value
P_01516,,0.166125051,0.509790871,0.829029116
P_01517,rsmD,-0.047061815,0.864701601,0.963598777
P_01518,,0.379031058,0.096290399,0.407152794
P_01519,,0.688818394,0.004734823,0.066734205
P_01520,ftsY,0.432732275,0.052302636,0.289407918
P_01521,ftsE,0.371090606,0.100511106,0.4167003
P_01522,ftsX,0.30679251,0.172796303,0.531626189
P_00154,,-0.295241398,0.23667445,0.613006399
P_01523,rpoH,0.14609031,0.504975213,0.829029116
P_01524,mtgA,0.057390914,0.80875647,0.952831922
P_01525,,0.077195385,0.777955999,0.943048187
P_01526,thiS,0.494476357,0.044860094,0.264718214
P_01527,thiG,0.447258143,0.055765118,0.30195797
P_01528,trmB,0.5371947,0.021378513,0.170253189
P_01529,,0.369572561,0.181790511,0.547259289
P_01530,kptA,0.717486707,0.012179452,0.121006161
P_01531,,0.956472459,0.000547415,0.016226949
P_01532,hemN_1,0.111106452,0.690118992,0.91321619
P_00155,,-0.239934252,0.312555344,0.698202279
P_01533,rdgB,0.06793124,0.798300492,0.950176016
P_01534,,0.251644644,0.392083354,0.764929152
P_01535,,0.101570341,0.710130005,0.92198932
P_01536,metXS,0.231234204,0.327969385,0.711250655
P_01537,,-0.426864417,0.08087914,0.371110058
P_01538,proC_3,-0.529386527,0.029218258,0.206295263
P_01539,yggS,-0.624697605,0.009200348,0.10288413
P_01540,pilT,-0.405886297,0.23291423,
P_01541,,0.336914797,0.152468165,0.504400884
P_01542,,-0.710129904,0.002007255,0.038845073
P_00156,,-0.139189516,0.583524609,0.865897662
P_01543,pyrC',-0.195695707,0.410960515,0.776397331
P_01544,pyrB,0.051927235,0.825347532,0.95592068
P_01545,pyrR,0.038781896,0.888662612,0.967623585
P_01546,yqgF,0.092898387,0.744952389,0.935074931
P_01547,,-0.099676171,0.689155312,0.912532224
P_01548,,-0.250213777,0.367675924,0.743815431
P_01549,gshB,-0.505951996,0.030975021,0.211502201
P_01550,walR,-0.202307424,0.407392718,0.773963276
P_01551,pleD,-0.314422368,0.276813586,0.657696402
P_01552,,-0.391243606,0.175724748,0.537536392
P_00157,ephD,0.085638798,0.729861564,0.929832799
P_01553,,-0.182679148,0.470279218,0.814695306
P_01554,rcsC_1,-0.379490246,0.096265193,0.407152794
P_01555,,-0.000899164,0.998625699,
P_01556,,-0.202307564,0.577290275,
P_01557,,0.032172944,0.928281996,
P_01558,,-0.260386697,0.469153973,
P_01559,rluF,0.477773269,0.056351575,0.303353261
P_01560,,0.662204341,0.023574439,
P_01561,trmO,0.791936812,0.003575103,0.055637533
P_01562,fpr_1,0.108433161,0.62561731,0.883767267
P_00158,,-0.031791049,0.910875865,0.972312476
P_01563,cmpR_3,0.375588655,0.115545986,0.442813675
P_01564,dgkA,0.083473383,0.801060215,
P_01565,degU_1,0.153445355,0.51809384,0.831510256
P_01566,,0.38418826,0.197232959,
P_01567,,0.21390139,0.415258589,0.778324147
P_01568,,-0.294510372,0.192963187,0.559410322
P_01569,recX,-0.450684947,0.164434013,0.521802073
P_01570,recA,-0.400902156,0.215728912,0.588996701
P_01571,pncC_1,-0.455062746,0.056397153,0.303353261
P_01572,,-0.035217794,0.939825933,
P_00159,coq7,-0.209882464,0.347963105,0.726995942
P_01573,,-0.227354974,0.556292678,0.852936434
P_01574,,0.042041554,0.949021787,
P_01575,,-0.155040253,0.763898773,
P_01576,,-0.100882745,0.913456423,0.972842811
P_01577,,-0.10075306,0.746856468,0.935074931
P_01578,,-0.374159983,0.325966213,0.709903094
P_01579,gpFI,-0.399621193,0.671980678,0.904083575
P_01580,,-0.517923575,0.309174891,
P_01581,,-0.36567311,0.750400301,
P_01582,,-0.351706093,0.765237041,0.939875156
P_00160,yhfA,0.142966414,0.548894563,0.848250232
P_01583,,-0.488107288,0.337631452,
P_01584,,-0.21770323,0.596889478,0.874953767
P_01585,,-0.258670202,0.793213844,0.948449794
P_01586,,-0.135954494,0.797062859,
P_01587,,0.059567521,0.956146107,0.984352242
P_01588,,-0.252118722,0.555959744,0.852936434
P_01589,,-0.366844101,0.749988789,0.93507929
P_01590,,-0.999135556,0.3335384,0.716340362
P_01591,prtR_1,-0.858124258,0.002151957,0.04059373
P_01592,,-0.298182944,0.20314342,0.577867994
P_00161,vfr,0.087263789,0.76092435,0.9383816
P_01593,,-0.201079823,0.657871143,
P_01594,mutS,0.20518144,0.353290901,0.729834909
P_01595,fdxA,0.187806965,0.483350157,0.820969912
P_01596,apbC,-0.151038069,0.517096811,0.831406194
P_01597,metG,0.269178484,0.219865525,0.59328101
P_01598,rsxB,0.332082215,0.211232432,0.582370712
P_01599,nth,0.166812346,0.565169897,0.855728361
P_01600,,0.174830354,0.568410393,
P_01601,bvgA_1,0.146515902,0.57853004,0.862314799
P_01602,argG,-0.121167087,0.597442505,0.875077551
P_00162,,-0.127878683,0.597997137,0.87520349
P_01603,,-0.317811991,0.191879727,0.559410322
P_01604,pyrC_1,0.044882992,0.848330076,0.958412836
P_01605,rnt,0.231175951,0.344320528,0.724936399
P_01606,ahpC_1,-0.480024118,0.033489169,0.221801571
P_01607,,-0.286832295,0.471490978,
P_01608,bfr_1,-0.564193026,0.013947896,0.131478908
P_01609,grxD,-0.493002162,0.028108826,0.200738939
P_01610,napA,0.13077112,0.623228384,0.8836272
P_01611,,0.401627472,0.35224595,
P_01612,argF,0.051654627,0.824863751,0.95592068
P_00016,,-0.063100238,0.901310773,
P_00163,trpC_2,-0.405296739,0.074851564,0.359807713
P_01613,btuD_2,0.220339381,0.401132957,0.768518923
P_01614,ybaK,0.034366859,0.900060523,0.970388343
P_01615,glpF,0.103021425,0.678854098,0.908690036
P_01616,glpK,0.086099538,0.718772743,0.922749853
P_01617,glpR_1,0.126673379,0.601848736,0.875712943
P_01618,glpD,0.09311601,0.671984668,0.904083575
P_01619,gltI_1,-0.710042196,0.001361729,0.029917988
P_01620,glnM,-0.760473316,0.001680544,0.034549961
P_01621,gltK,-0.739668312,0.002317992,0.042859907
P_01622,glnQ_3,-0.655136,0.008879611,0.101423075
P_00164,trpD_2,-0.41445236,0.078432799,0.36622532
P_01623,dctB_2,-0.138498389,0.628645518,0.88503242
P_01624,dctD_3,-0.012414614,0.96798354,
P_01625,ydgC,-0.091849299,0.828961181,
P_01626,atoC_1,0.144799933,0.515871161,0.830321006
P_01627,sasA_5,0.270982579,0.238305883,0.613843084
P_01628,,-0.035794078,0.896948578,0.969639056
P_01629,,-0.255415777,0.318114767,0.700849848
P_01630,davT_3,-0.320089384,0.167420187,0.522838126
P_01631,mtnX,-0.256822399,0.288878826,0.672250727
P_01632,,-0.023362682,0.924232849,0.97514398
P_00165,trpG,-0.103140564,0.653590667,0.901002348
P_01633,arnE_1,0.119003404,0.615218761,0.882357441
P_01634,arnF_1,-0.104393599,0.669383163,0.904083575
P_01635,,-0.299754634,0.220160057,0.59328101
P_01636,,-0.498004466,0.034167064,0.223492089
P_01637,rutD_1,0.87655538,0.000952781,0.023539175
P_01638,metR_1,-0.339831636,0.159616174,0.513198517
P_01639,mshD_2,-0.178236537,0.545626997,0.845608645
P_01640,rppH_2,0.000443968,0.998644041,0.998911487
P_01641,,0.003310362,0.989481158,0.995343961
P_01642,rssB_4,-0.228874344,0.392250974,0.764929152
P_00166,estA,-0.351698053,0.157233227,0.510094488
P_01643,,-0.110323198,0.658448976,0.901482938
P_01644,ccp,8.99311E-05,0.999786222,
P_01645,sasA_6,-0.555673018,0.067727983,0.339093858
P_01646,sasA_7,-0.590178099,0.031672969,0.213921409
P_01647,rpmE2,-0.896728692,0.00028841,0.0100674
P_01648,cusR,-0.368298169,0.127084212,0.462013283
P_01649,sasA_8,-0.258861626,0.247737315,0.626209476
P_01650,,-0.066090662,0.774055843,0.943048187
P_01651,,0.068950573,0.764683592,0.939844193
P_01652,crnA,-0.185082324,0.450967828,0.799100698
P_00167,trpE,-0.269849541,0.244099164,0.62275299
P_01653,,-0.275927966,0.295866478,0.678188777
P_01654,,-0.549138404,0.018615838,0.156952943
P_01655,,-0.728590746,0.02824501,0.201158097
P_01656,yfcF,-1.373279994,0.14489078,0.488499421
P_01657,,-0.310965972,0.200052894,0.572450485
P_01658,,-0.294609171,0.223179715,0.596674576
P_01659,,-0.295371586,0.249518219,0.628846524
P_01660,metE,-1.160577911,0.000196955,0.008001141
P_01661,nspC,0.571967388,0.011964409,0.120126526
P_01662,,0.535258631,0.016154084,0.143314732
P_00168,gph_1,0.297913273,0.255102859,0.637947874
P_01663,,0.268478527,0.281616703,0.664931812
P_01664,,0.098312616,0.837612317,
P_01665,glsA2,0.129225733,0.673073864,
P_01666,,0.039017575,0.913509727,
P_01667,,-0.464270354,0.300292593,
P_01668,nimR_1,-0.570475595,0.022379891,0.173937152
P_01669,mtnB,-0.559150161,0.026943659,0.195028228
P_01670,,-0.916805258,0.000294338,0.010153598
P_01671,yfkM,-0.823282681,0.001141651,0.026484891
P_01672,,-1.015932444,0.011815195,
P_00169,rpe,0.366361759,0.138808584,0.477394164
P_01673,,-1.701793853,1.91913E-12,3.58397E-09
P_01674,,-1.574191653,5.46981E-12,6.80992E-09
P_01675,,-1.258339208,2.5279E-06,0.00026227
P_01676,,0.28238813,0.273383046,0.655726698
P_01677,,0.280645998,0.22870716,0.602367391
P_01678,,0.449638436,0.116619563,0.44420383
P_01679,rpfC,-0.036217581,0.881787906,0.966633691
P_01680,narL,-0.100977069,0.731799173,
P_01681,,-0.246829879,0.40211089,
P_01682,iolG_2,-0.200558669,0.413752878,0.777632094
P_00170,adh1,-0.192516692,0.412875851,0.777632094
P_01683,rppH_3,0.163949297,0.635684068,
P_01684,,0.768914272,0.011771933,
P_01685,,-0.164444162,0.631442801,
P_01686,,-0.217136534,0.527122634,
P_01687,,-0.277757778,0.520533831,
P_01688,ubiG_3,-0.275442943,0.361063173,
P_01689,purB_1,-0.68300219,0.028285873,
P_01690,pcaB_1,-0.773127476,0.024997342,
P_01691,,-1.150102098,0.000198943,
P_01692,,-1.372147941,1.88503E-05,0.001436557
P_00171,,-0.338465194,0.162321574,0.517663194
P_01693,,-0.162685372,0.502313912,0.829029116
P_01694,,0.312097822,0.258596556,0.639641149
P_01695,,0.435671383,0.134128969,0.471595094
P_01696,pknB,0.574162584,0.069696139,
P_01697,prpC_2,0.123105215,0.780232005,
P_01698,,-0.129226375,0.631882733,0.885509501
P_01699,,-0.183049994,0.706645098,
P_01700,,-0.236251144,0.595813207,
P_01701,,0.248469006,0.747329961,
P_01702,,-0.178805508,0.681025567,
P_00172,djlA,0.073441417,0.7707279,0.942898365
P_01703,,-1.896421577,0.565348846,
P_01704,norR_2,0.223277911,0.601748358,
P_01705,,0.104217757,0.883240049,
P_01706,,0.214279381,0.608554434,
P_01707,,0.911551213,0.405347013,
P_01708,,-0.070943068,0.877623348,
P_01709,,0.879234279,0.302558337,
P_01710,,-0.134836321,0.726494903,
P_01711,hcpA,0.144776164,0.779323292,
P_01712,,-0.185756823,0.57698255,
P_00017,,0.429670722,0.306360299,
P_00173,murU,0.344340484,0.1673507,0.522838126
P_01713,ppiC_1,-0.799269724,0.004167495,0.062014323
P_01714,,0.184764786,0.503679322,0.829029116
P_01715,yejB_1,0.427664967,0.190704215,
P_01716,yejE_1,0.20944123,0.529324084,
P_01717,yejF_1,-0.05378363,0.851971575,0.959292568
P_01718,norR_3,0.106612452,0.755051333,
P_01719,,0.096143852,0.815488582,
P_01720,bdhA,0.120048602,0.726601516,
P_01721,acsA_3,-0.219092548,0.470064188,
P_01722,rcsC_2,0.304854073,0.200260499,0.572450485
P_00174,amgK,0.199499005,0.399833663,0.768518923
P_01723,ppiC_2,0.075682187,0.837477687,
P_01724,kdgK_1,-0.267514485,0.442034396,
P_01725,,-0.583748258,0.023608206,0.179627264
P_01726,ttgV,-0.156295992,0.563639736,0.855620664
P_01727,yabJ_1,-0.056699224,0.870896073,
P_01728,glnQ_4,-0.708055091,0.020812727,0.166814454
P_01729,tcyB,-0.35661646,0.507769129,
P_01730,glnP_3,-0.849460045,0.091374016,
P_01731,peb1A,-1.198294141,0.014022691,
P_01732,,0.433611595,0.496863976,
P_00175,lptD,0.14055329,0.521401267,0.833255411
P_01733,,0.597129859,0.030124243,0.209511372
P_01734,trpA_2,-0.415762344,0.105773411,0.426634654
P_01735,trpB_2,-0.230281121,0.317527259,0.700706487
P_01736,trpI,-0.324621571,0.240670757,0.617804314
P_01737,yqjD_1,-0.659896373,0.004703971,0.066550493
P_01738,,-0.746551047,0.004623873,0.065840121
P_01739,,-0.795685094,0.00133083,0.029764369
P_01740,fgd_2,-1.315128501,4.65011E-09,1.99636E-06
P_01741,osmC,-0.800212575,0.000284498,0.010038845
P_01742,,0.223439336,0.511849093,
P_00176,surA,0.201938754,0.362829157,0.737994574
P_01743,,-0.094989688,0.728608724,0.929424038
P_01744,,0.002168197,0.99304782,0.996428277
P_01745,,-0.228445048,0.437782435,
P_01746,yrdA_1,-0.169870123,0.502341932,0.829029116
P_01747,prlC_1,-0.896352685,3.50635E-05,0.002381131
P_01748,,-0.923914792,0.000196484,0.008001141
P_01749,,-0.600415281,0.127899152,
P_01750,,0.038893849,0.87266755,0.963757813
P_01751,,0.20382448,0.398171204,0.768518923
P_01752,,0.393607053,0.097853465,0.410654709
P_00177,pdxA,0.267579108,0.286224659,0.668772083
P_01753,,-0.870685849,0.416413059,0.779600388
P_01754,cynT_1,-0.023121169,0.922511364,0.974704369
P_01755,,-0.113034852,0.68179454,0.9096826
P_01756,,0.468173693,0.044644892,0.264680429
P_01757,,-0.063836678,0.784906012,0.944466481
P_01758,ctaD,-0.54863401,0.051433036,0.28629268
P_01760,ctaG,-0.503643231,0.247547964,
P_01761,ctaE,-0.172118865,0.610683054,
P_01762,,-0.146438551,0.790769605,
P_00178,rsmA,0.392082492,0.153718274,0.504958446
P_01763,,-0.281127046,0.505910425,
P_01764,,-0.521574382,0.376111038,
P_01765,ctaA,0.132606238,0.683124913,
P_01766,ctaB,0.032545241,0.92914961,
P_01767,,0.015960618,0.948325196,0.981902032
P_01768,metQ_2,0.196669151,0.380374312,0.753286349
P_01769,metP,0.604432832,0.012687753,0.123408218
P_01770,metN_2,0.753391661,0.003478999,0.05482726
P_01771,katE,-0.618791384,0.00665197,0.083094012
P_01772,,0.378191427,0.114474716,0.440857763
P_00179,apaG,-0.09950473,0.715553874,0.92198932
P_01773,znuB_1,0.249198625,0.304091527,0.687935707
P_01774,znuC_1,0.360379524,0.129630247,0.466893898
P_01775,zur,0.163808673,0.499993328,0.829029116
P_01776,znuA,0.051476131,0.828003654,0.95592068
P_01777,thrB,0.324556989,0.169238932,0.52587971
P_01778,,0.308549941,0.249061025,0.628118116
P_01779,polA,0.007785302,0.972332037,0.990092737
P_01780,engB,0.377441015,0.097554754,0.409861651
P_01781,,0.126172734,0.597983875,0.87520349
P_01782,cc4,0.220490735,0.328516657,0.711250655
P_00180,apaH_1,-0.095659573,0.704273131,0.918987564
P_01783,dsbA,-0.21662839,0.360667428,0.736201854
P_01784,,-0.108155084,0.643275368,0.894459554
P_01785,,-0.062598439,0.793399612,0.948449794
P_01786,amiD_1,0.207795553,0.413922659,0.777632094
P_01787,kinB,-0.195058262,0.419246942,0.780601859
P_01788,algB,-0.008539045,0.969274564,0.988618514
P_01789,,-0.656327548,0.00317291,0.050861888
P_01790,,-0.912628708,0.000174825,0.007505421
P_01791,ivy,-0.981781448,8.61569E-06,0.000784868
P_01792,gltP_1,-0.159861345,0.499951422,0.829029116
P_00181,glpE_1,-0.148255057,0.56468673,0.855620664
P_01793,,-0.078114645,0.753799289,0.935673095
P_01794,,0.233584067,0.481398833,
P_01795,,0.023043869,0.939808285,
P_01796,mkl,-0.137190653,0.665665464,
P_01797,,0.165943886,0.579514847,0.862860998
P_01798,,-0.053099226,0.854380341,0.959292568
P_01799,,-0.340490762,0.16602298,0.522838126
P_01800,,-0.456490924,0.046141127,0.267604208
P_01801,,0.157878597,0.532297479,0.836717821
P_01802,citN_1,-0.005985881,0.988935498,
P_00182,,-0.76841964,0.000506074,0.015121497
P_01803,,0.178205593,0.467548841,0.812230196
P_01804,,0.290163015,0.246448295,0.624904536
P_01805,,0.002159889,0.994493886,
P_01806,,-0.251053701,0.320313668,0.703334246
P_01807,,-0.049271029,0.854828757,0.959292568
P_01808,cat1,0.287277687,0.258221994,0.639602021
P_01809,pntB,-0.234933032,0.305644772,0.68936185
P_01810,pntA,0.125452945,0.662052045,0.901482938
P_01811,pntAA,0.218699449,0.337071258,0.720044321
P_01812,gcvA_3,-0.50553816,0.040951002,0.254658687
P_00018,rhtB_1,0.060604304,0.793715558,0.948449794
P_00183,,-0.551638989,0.01587265,0.1421687
P_01813,mmgC_2,0.996674503,9.63972E-05,0.005000607
P_01814,uctC_2,0.995252075,6.57649E-05,0.003778951
P_01815,birA,0.157633889,0.626687424,
P_01816,coaX,-0.083078663,0.751631897,0.935469889
P_01817,,-0.326868373,0.26285052,
P_01822,secE,0.481999394,0.034106167,0.223492089
P_01823,nusG,0.589688338,0.007876885,0.092808094
P_01824,rplK,0.593165635,0.024703106,0.184163873
P_01825,rplA,0.615895875,0.017327496,0.151564867
P_01826,rplJ,0.444945346,0.064570027,0.328863239
P_00184,,-0.341193115,0.138027831,0.476477407
P_01827,rplL,0.320785478,0.172165208,0.530558622
P_01828,rpoB,0.202971724,0.35573901,0.733399916
P_01829,rpoC,0.180120664,0.403640002,0.769631267
P_01830,rpsL,0.403797688,0.062341836,0.321428373
P_01831,rpsG,0.386821404,0.073713396,0.356170161
P_01832,fusA,0.249225293,0.257844219,0.639602021
P_01833,tufA,0.06331332,0.769129668,0.94248665
P_01834,rpsJ,0.589923206,0.01112871,0.114974546
P_01835,rplC,0.725129865,0.00275262,0.04781877
P_01836,rplD,0.705445437,0.006873392,0.085007015
P_00185,cca,-0.30131638,0.208191285,0.580727743
P_01837,rplW,0.579345466,0.012214009,0.121006161
P_01838,rplB,0.532014799,0.019128757,0.159122292
P_01839,rpsS,0.517414772,0.020365374,0.165718238
P_01840,rplV,0.459123134,0.047615895,0.273608258
P_01841,rpsC,0.397051966,0.072436939,0.353159793
P_01842,rplP,0.360963116,0.097440559,0.409842891
P_01843,rpmC,0.386927929,0.106355869,0.426816692
P_01844,rpsQ,0.351459657,0.11407283,0.440601881
P_01845,rplN,0.339783125,0.125010694,0.459911895
P_01846,rplX,0.324938653,0.160979562,0.515654504
P_00186,folK_1,0.484015679,0.081490555,0.372229166
P_01847,rplE,0.18747123,0.390474348,0.763171999
P_01848,rpsN,0.147041468,0.497511791,0.828705023
P_01849,rpsH,0.620887984,0.004423167,0.063990867
P_01850,rplF,0.626949503,0.007043344,0.085690199
P_01851,rplR,0.506592555,0.020492931,0.166032753
P_01852,rpsE,0.484386791,0.030402989,0.209511372
P_01853,rpmD,0.386937577,0.084694955,0.380211126
P_01854,rplO,0.454920954,0.040242976,0.251350359
P_01855,secY,0.631324557,0.004338666,0.063482074
P_01856,rpsM,0.594730784,0.010702801,0.112923617
P_00187,folB,0.217448723,0.403716417,0.769631267
P_01857,rpsK,0.564369038,0.015147147,0.137316975
P_01858,rpsD,0.497568326,0.027060471,0.195231236
P_01859,rpoA,0.48677588,0.028350102,0.201307287
P_01860,rplQ,0.330654028,0.13360801,0.470779169
P_01861,cat,-0.814933952,0.000345431,0.011219014
P_01862,bfr_2,-0.334196957,0.130579878,0.467298002
P_01863,uvrA_1,-0.212328927,0.390351943,0.763171999
P_01864,yajR,0.360459132,0.119532298,0.449600337
P_01865,ssb,-0.211692381,0.338269264,0.720044321
P_01866,tam_2,0.066456704,0.792310747,0.948449794
P_00188,plsY,0.303259496,0.213436136,0.584555152
P_01867,rutB_1,0.140885468,0.635357401,0.888786477
P_01868,rhaR_2,-0.162071859,0.535370697,0.83903595
P_01869,,-1.332472313,4.89845E-09,1.99636E-06
P_01870,,-1.329069353,7.36125E-07,9.76797E-05
P_01871,ybhN,-0.133011903,0.697838469,
P_01872,clsB,-0.496785306,0.043808098,0.261674609
P_01873,,-0.591196309,0.058957644,0.312723944
P_01874,,-0.242565178,0.306656667,0.6903934
P_01875,,-0.053491673,0.81775147,0.955510056
P_01876,rmlD_2,-0.028243365,0.901945678,0.970524129
P_00189,tsaD,0.484760642,0.037726279,0.240456744
P_01877,,-0.65011267,0.803805222,
P_01878,ompW,1.181484023,1.48299E-07,2.76948E-05
P_01879,,-0.126203773,0.701670547,
P_01880,,-0.272647931,0.37999115,
P_01881,,-0.713968881,0.016834491,
P_01882,,-1.529366314,2.26347E-06,0.000256183
P_01883,,-0.451623033,0.116956776,0.444388157
P_01884,ybbN,-0.117718613,0.623664107,0.88365811
P_01885,prmA_1,-0.141337089,0.691505654,
P_01886,,-0.279871948,0.322731906,0.705739854
P_00190,rpsU,0.190187159,0.422813983,0.782583702
P_01887,nrdR,0.269810156,0.293163718,0.677159238
P_01888,ribD,0.296619543,0.235676292,0.611285383
P_01889,ribE,0.017457051,0.944066917,0.981240771
P_01890,ribBA,0.005604128,0.982039445,0.992670454
P_01891,ribH,0.4686819,0.065059535,0.330608655
P_01892,,0.489554193,0.038218592,0.242260888
P_01893,thiL,0.698614679,0.004437385,0.063990867
P_01894,,0.293185521,0.27012774,0.651978482
P_01895,ribA,-0.143338716,0.571763382,0.859042634
P_01896,,0.344194821,0.330122204,
P_00191,dnaG,0.400912032,0.093937214,0.402357219
P_01897,btuF_1,0.045183034,0.879483843,0.966475249
P_01898,btuB_3,0.369522288,0.169463118,0.526138608
P_01899,dxs_2,0.382479895,0.082339088,0.374778669
P_01900,ispA,0.165715175,0.519899101,0.833255411
P_01901,xseB,-0.093634907,0.787271896,
P_01902,,-0.527809401,0.044956487,0.264846181
P_01903,,-0.424214121,0.185963286,
P_01904,,-0.191418859,0.515456741,0.830321006
P_01905,,-0.051723624,0.843180836,0.95787105
P_01906,,-0.700295233,0.09269053,
P_00192,rpoD,-0.047415671,0.842859818,0.95787105
